1047,KS Manhattan 6 SSW,20090604,,,,CR3000
1231,KS Oakley 19 SSW,20051108,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1231,KS Oakley 19 SSW,20080819,,,,CR3000
1031,KY Bowling Green 21 NNE,20040519,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1031,KY Bowling Green 21 NNE,20090714,,,,CR3000
1028,KY Versailles 3 NNW,20030612,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1028,KY Versailles 3 NNW,20040112,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1028,KY Versailles 3 NNW,20090709,,,,CR3000
1013,LA Lafayette 13 SE,20030110,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1013,LA Lafayette 13 SE,20090503,,,,CR3000
1012,LA Monroe 26 N,20030115,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1012,LA Monroe 26 N,20090624,,,,CR3000
1035,ME Limestone 4 NNW,20020920,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1035,ME Limestone 4 NNW,20100609,,,,CR3000
1034,ME Old Town 2 W,20020913,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1034,ME Old Town 2 W,20100611,,,,CR3000
1113,MI Chatham 1 SE,20041110,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1113,MI Chatham 1 SE,20080912,,,,CR3000
1426,MI Gaylord 9 SSW,20070920,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1426,MI Gaylord 9 SSW,20100920,,,,CR3000
1039,MN Goodridge 12 NNW,20030821,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1039,MN Goodridge 12 NNW,20100623,,,,CR3000
1447,MN Sandstone 6 W,20070623,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1447,MN Sandstone 6 W,20100918,,,,CR3000
1142,MO Chillicothe 22 ENE,20050611,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1142,MO Chillicothe 22 ENE,20090531,,,,CR3000
1407,MO Joplin 24 N,20070525,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1407,MO Joplin 24 N,20090626,,,,CR3000
1406,MO Salem 10 W,20070517,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1406,MO Salem 10 W,20090627,,,,CR3000
1570,MS Holly Springs 4 N,20080202,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1570,MS Holly Springs 4 N,20090623,,,,CR3000
1036,MS Newton 5 ENE,20021103,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1036,MS Newton 5 ENE,20030822,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1036,MS Newton 5 ENE,20090509,,,,CR3000
1468,MT Dillon 18 WSW,20070729,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1468,MT Dillon 18 WSW,20100918,,,,CR3000
1612,MT Lewistown 42 WSW,20080727,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR3000
1046,MT St. Mary 1 SSW,20030925,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1046,MT St. Mary 1 SSW,20100917,,,,CR3000
1001,MT Wolf Point 29 ENE,20011220,T=C0+C1*V+C2*V^2+C3*V^3,T=C0+C1*V+C2*V^2+C3*V^3,T=C0+C1*V+C2*V^2+C3*V^3,CR23X
1001,MT Wolf Point 29 ENE,20021121,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1001,MT Wolf Point 29 ENE,20030603,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1001,MT Wolf Point 29 ENE,20080916,,,,CR3000
1002,MT Wolf Point 34 NE,20011220,T=C0+C1*V+C2*V^2+C3*V^3,T=C0+C1*V+C2*V^2+C3*V^3,T=C0+C1*V+C2*V^2+C3*V^3,CR23X
1002,MT Wolf Point 34 NE,20021121,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1002,MT Wolf Point 34 NE,20030603,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1002,MT Wolf Point 34 NE,20031117,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1002,MT Wolf Point 34 NE,20080917,,,,CR3000
1027,NC Asheville 13 S,20001114,T=C0+C1*V+C2*V^2+C3*V^3,T=C0+C1*V+C2*V^2+C3*V^3,T=C0+C1*V+C2*V^2+C3*V^3,CR23X
1027,NC Asheville 13 S,20020714,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1027,NC Asheville 13 S,20030708,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1027,NC Asheville 13 S,20030710,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1027,NC Asheville 13 S,20030828,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1027,NC Asheville 13 S,20091120,,,,CR3000
1026,NC Asheville 8 SSW,20001114,T=C0+C1*R+C2*R^2+C3*R^3,T=C0+C1*R+C2*R^2+C3*R^3,T=C0+C1*R+C2*R^2+C3*R^3,CR23X
1026,NC Asheville 8 SSW,20020714,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1026,NC Asheville 8 SSW,20030710,T=C0+C1*R/Ro+C2*(R/Ro)^2,T=C0+C1*R/Ro+C2*(R/Ro)^2,T=C0+C1*R/Ro+C2*(R/Ro)^2,
1026,NC Asheville 8 SSW,20030828,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,
1026,NC Asheville 8 SSW,20091120,,,,CR3000
1347,NC Durham 11 W,20070329,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1347,NC Durham 11 W,20091209,,,,CR3000
1611,ND Jamestown 38 WSW,20080730,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR3000
1139,ND Medora 7 E,20040918,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1139,ND Medora 7 E,20100528,,,,CR3000
1235,ND Northgate 5 ESE,20061017,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,T=C0+C1*V+C2*V^2,CR23X
1235,ND Northgate 5 ESE,20100527,,,,CR3000
